timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
1797.00;164.73;2624.40;0.81;1.20;0.07;122.00;HBEFA3/PC_G_EU4;0.00;837.12;veh1541;370617120#0_3;55.93;57.58;!veh1541!var#1;0.00;veh_passenger;3.00;4895.70;1082.78
1797.00;0.00;0.00;0.00;0.00;0.00;235.51;HBEFA3/PC_G_EU4;0.00;0.00;veh1545;195407521_1;51.22;15.26;!veh1545!var#1;3.53;veh_passenger;0.00;4205.98;1809.46
1797.00;47.76;2572.19;0.27;0.96;0.03;235.08;HBEFA3/PC_G_EU4;0.00;820.43;veh1546;312357351#1_1;61.20;68.70;!veh1546!var#1;8.12;veh_passenger;0.00;4063.16;1703.80
1797.00;164.78;2624.72;0.81;1.20;0.07;218.12;HBEFA3/PC_G_EU4;0.00;837.22;veh1547;1104460750_3;55.94;12.87;!veh1547!var#1;0.00;veh_passenger;24.00;4432.86;2710.45
1797.00;90.51;6518.66;0.57;2.72;0.12;89.04;HBEFA3/PC_G_EU4;0.00;2079.14;veh1550;25360667#2_2;67.71;43.50;!veh1550!var#1;12.33;veh_passenger;0.00;5384.52;2140.88
1797.00;106.52;3938.86;0.58;1.67;0.07;98.19;HBEFA3/PC_G_EU4;0.00;1256.34;veh1551;:cluster_29271377_29271394_2992789648_2992789649_#7more_35_2;63.75;7.85;!veh1551!var#1;5.56;veh_passenger;0.00;5510.28;1554.04
1797.00;164.78;2624.72;0.81;1.20;0.07;268.41;HBEFA3/PC_G_EU4;0.00;837.22;veh1553;:9828787601_0_1;55.94;3.53;!veh1553!var#1;0.00;veh_passenger;42.00;3451.46;2829.34
1797.00;164.78;2624.72;0.81;1.20;0.07;354.96;HBEFA3/PC_G_EU4;0.00;837.22;veh1558;-291696983#1_1;55.94;35.65;!veh1558!var#1;0.00;veh_passenger;16.00;1858.40;2872.25
1797.00;164.78;2624.72;0.81;1.20;0.07;298.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1559;329612224_1;55.94;91.32;!veh1559!var#1;0.00;veh_passenger;9.00;4940.14;2211.82
1797.00;164.78;2624.72;0.81;1.20;0.07;304.70;HBEFA3/PC_G_EU4;0.00;837.22;veh1560;299605821_2;55.94;39.21;!veh1560!var#1;0.00;veh_passenger;296.00;4691.68;2375.64
1797.00;0.00;0.00;0.00;0.00;0.00;121.24;HBEFA3/PC_G_EU4;0.00;0.00;veh1561;31609650#3_1;61.92;31.71;!veh1561!var#1;11.62;veh_passenger;0.00;4788.91;1142.96
1797.00;138.92;3124.09;0.71;1.38;0.07;282.08;HBEFA3/PC_G_EU4;0.00;996.48;veh1562;-1144042325#0_0;62.59;20.91;!veh1562!var#1;2.15;veh_passenger;0.00;5124.36;1325.65
1797.00;164.78;2624.72;0.81;1.20;0.07;84.96;HBEFA3/PC_G_EU4;0.00;837.22;veh1563;1126234503#0_1;55.94;18.13;!veh1563!var#1;0.00;veh_passenger;6.00;2626.64;1512.19
1797.00;164.78;2624.72;0.81;1.20;0.07;195.88;HBEFA3/PC_G_EU4;0.00;837.22;veh1564;1055087870_1;55.94;67.96;!veh1564!var#1;0.00;veh_passenger;67.00;5982.11;1175.63
1797.00;164.78;2624.72;0.81;1.20;0.07;34.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1565;188044903#0_0;55.94;38.49;!veh1565!var#1;0.00;veh_passenger;18.00;4403.49;1991.94
1797.00;164.78;2624.72;0.81;1.20;0.07;38.84;HBEFA3/PC_G_EU4;0.00;837.22;veh1567;:266540878_0_0;55.94;1.23;!veh1567!var#1;0.00;veh_passenger;78.00;4280.96;2450.33
1797.00;164.78;2624.72;0.81;1.20;0.07;37.98;HBEFA3/PC_G_EU4;0.00;837.22;veh1568;1105526112#1_1;55.94;96.77;!veh1568!var#1;0.00;veh_passenger;66.00;4205.75;2361.14
1797.00;164.78;2624.72;0.81;1.20;0.07;260.69;HBEFA3/PC_G_EU4;0.00;837.22;veh1569;671026861#1_1;55.94;13.09;!veh1569!var#1;0.00;veh_passenger;44.00;5093.96;2724.13
1797.00;164.78;2624.72;0.81;1.20;0.07;83.77;HBEFA3/PC_G_EU4;0.00;837.22;veh1570;1126234503#0_1;55.94;33.13;!veh1570!var#1;0.00;veh_passenger;12.00;2641.57;1513.61
1797.00;161.98;2610.06;0.80;1.19;0.06;301.58;HBEFA3/PC_G_EU4;0.00;832.54;veh1572;329774722_1;56.42;4.66;!veh1572!var#1;0.14;veh_passenger;0.00;4891.57;2239.33
1797.00;117.45;7403.05;0.71;3.16;0.15;85.06;HBEFA3/PC_G_EU4;0.00;2361.22;veh1573;461526152#1_1;68.88;34.40;!veh1573!var#1;11.22;veh_passenger;0.00;2571.55;1508.98
1797.00;103.85;4819.02;0.59;2.04;0.09;84.62;HBEFA3/PC_G_EU4;0.00;1537.05;veh1574;4614987#3_0;65.43;3.74;!veh1574!var#1;7.24;veh_passenger;0.00;4554.22;2754.03
1797.00;0.00;0.00;0.00;0.00;0.00;247.83;HBEFA3/PC_G_EU4;0.00;0.00;veh1576;4615782#1_0;53.93;10.53;!veh1576!var#1;1.91;veh_passenger;0.00;6337.60;2132.87
1797.00;0.00;0.00;0.00;0.00;0.00;110.77;HBEFA3/PC_G_EU4;0.00;0.00;veh1577;1096709562#1_0;55.49;18.17;!veh1577!var#1;4.22;veh_passenger;0.00;4787.68;2765.03
1797.00;164.78;2624.72;0.81;1.20;0.07;298.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1578;329612224_1;55.94;83.82;!veh1578!var#1;0.00;veh_passenger;13.00;4946.76;2208.27
1797.00;0.00;0.00;0.00;0.00;0.00;328.56;HBEFA3/PC_G_EU4;0.00;0.00;veh1579;1096709262#1_1;45.13;13.66;!veh1579!var#1;3.09;veh_passenger;0.00;6239.21;2972.51
1797.00;99.40;4429.02;0.56;1.87;0.08;295.96;HBEFA3/PC_G_EU4;0.00;1412.67;veh158;319339413_1;64.63;70.14;!veh158!var#1;6.94;veh_passenger;0.00;4265.09;2673.48
1797.00;0.00;0.00;0.00;0.00;0.00;316.58;HBEFA3/PC_G_EU4;0.00;0.00;veh1580;-1055302207#0_0;43.35;2.12;!veh1580!var#1;3.00;veh_passenger;0.00;5307.86;2418.66
1797.00;0.00;0.00;0.00;0.00;0.00;230.36;HBEFA3/PC_G_EU4;0.00;0.00;veh1581;:cluster_2121324871_3151820959_9583740891_9583740892_8_0;55.73;24.65;!veh1581!var#1;6.52;veh_passenger;0.00;4122.88;1749.46
1797.00;164.78;2624.72;0.81;1.20;0.07;141.77;HBEFA3/PC_G_EU4;0.00;837.22;veh1583;82654059#1_2;55.94;25.88;!veh1583!var#1;0.00;veh_passenger;17.00;3829.72;1570.56
1797.00;164.78;2624.72;0.81;1.20;0.07;84.96;HBEFA3/PC_G_EU4;0.00;837.22;veh1585;1126234503#0_1;55.94;25.63;!veh1585!var#1;0.00;veh_passenger;8.00;2634.11;1512.85
1797.00;0.00;0.00;0.00;0.00;0.00;190.39;HBEFA3/PC_G_EU4;0.00;0.00;veh1586;1133761589#1_1;55.04;32.27;!veh1586!var#1;0.91;veh_passenger;0.00;4157.46;3179.13
1797.00;164.78;2624.72;0.81;1.20;0.07;267.26;HBEFA3/PC_G_EU4;0.00;837.22;veh1587;312651884#8_2;55.94;83.31;!veh1587!var#1;0.00;veh_passenger;58.00;3433.35;2922.77
1797.00;151.58;2628.31;0.75;1.18;0.06;321.52;HBEFA3/PC_G_EU4;0.00;838.36;veh1589;534588621#0_1;58.40;10.17;!veh1589!var#1;0.76;veh_passenger;0.00;3727.04;1704.88
1797.00;164.78;2624.72;0.81;1.20;0.07;34.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1592;188044903#0_0;55.94;15.99;!veh1592!var#1;0.00;veh_passenger;12.00;4390.83;1973.33
1797.00;164.78;2624.72;0.81;1.20;0.07;90.61;HBEFA3/PC_G_EU4;0.00;837.22;veh1595;:6936015829_2_1;55.94;2.00;!veh1595!var#1;0.00;veh_passenger;100.00;3325.43;2899.21
1797.00;164.78;2624.72;0.81;1.20;0.07;317.63;HBEFA3/PC_G_EU4;0.00;837.22;veh1596;-1107953491_0;55.94;80.34;!veh1596!var#1;0.00;veh_passenger;10.00;5236.29;2496.52
1797.00;164.72;2624.36;0.81;1.20;0.07;297.28;HBEFA3/PC_G_EU4;0.00;837.11;veh1597;329612224_1;55.94;54.31;!veh1597!var#1;0.00;veh_passenger;10.00;4972.91;2194.53
1797.00;164.78;2624.72;0.81;1.20;0.07;303.59;HBEFA3/PC_G_EU4;0.00;837.22;veh1599;299605821_3;55.94;61.40;!veh1599!var#1;0.00;veh_passenger;31.00;4672.11;2384.88
1797.00;81.13;6410.77;0.52;2.64;0.12;76.66;HBEFA3/PC_G_EU4;0.00;2044.72;veh1601;:cluster_10738967630_11366204492_5142646319_9962315427_8_0;67.73;0.81;!veh1601!var#1;13.36;veh_passenger;0.00;2277.32;2240.69
1797.00;161.83;2605.81;0.80;1.19;0.06;303.51;HBEFA3/PC_G_EU4;0.00;831.19;veh1602;329774722_1;55.97;32.12;!veh1602!var#1;0.15;veh_passenger;0.00;4868.45;2254.19
1797.00;57.85;2643.38;0.32;1.01;0.03;100.93;HBEFA3/PC_G_EU4;0.00;843.14;veh1603;4616576#2_0;60.91;1.17;!veh1603!var#1;7.35;veh_passenger;0.00;6446.57;1228.58
1797.00;164.78;2624.72;0.81;1.20;0.07;1.68;HBEFA3/PC_G_EU4;0.00;837.22;veh1604;-1055107176#0_0;55.94;40.85;!veh1604!var#1;0.00;veh_passenger;83.00;5323.08;1679.80
1797.00;0.00;0.00;0.00;0.00;0.00;316.57;HBEFA3/PC_G_EU4;0.00;0.00;veh1605;-1055302207#1_0;49.87;5.90;!veh1605!var#1;5.54;veh_passenger;0.00;5318.45;2407.47
1797.00;148.03;2685.42;0.74;1.20;0.06;248.76;HBEFA3/PC_G_EU4;0.00;856.58;veh1607;110804244#1_1;59.37;22.49;!veh1607!var#1;1.04;veh_passenger;0.00;6039.85;2254.02
1797.00;164.78;2624.72;0.81;1.20;0.07;65.91;HBEFA3/PC_G_EU4;0.00;837.22;veh1610;1237859165#1_1;55.94;79.09;!veh1610!var#1;0.00;veh_passenger;45.00;2142.29;3024.10
1797.00;0.00;0.00;0.00;0.00;0.00;123.54;HBEFA3/PC_G_EU4;0.00;0.00;veh1611;1140689538_0;52.88;0.72;!veh1611!var#1;3.15;veh_passenger;0.00;4152.16;3055.57
1797.00;164.78;2624.72;0.81;1.20;0.07;123.73;HBEFA3/PC_G_EU4;0.00;837.22;veh1612;295445243_3;55.94;62.80;!veh1612!var#1;0.00;veh_passenger;49.00;4585.93;2418.72
1797.00;164.78;2624.72;0.81;1.20;0.07;44.60;HBEFA3/PC_G_EU4;0.00;837.22;veh1613;154261295#2_0;55.94;25.93;!veh1613!var#1;0.00;veh_passenger;166.00;6052.73;3027.44
1797.00;164.78;2624.72;0.81;1.20;0.07;34.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1614;188044903#0_3;55.94;23.49;!veh1614!var#1;0.00;veh_passenger;24.00;4387.11;1984.93
1797.00;164.78;2624.72;0.81;1.20;0.07;219.47;HBEFA3/PC_G_EU4;0.00;837.22;veh1615;24914141#8_0;55.94;116.19;!veh1615!var#1;0.00;veh_passenger;27.00;4124.64;2294.04
1797.00;164.73;2624.44;0.81;1.20;0.07;35.18;HBEFA3/PC_G_EU4;0.00;837.13;veh1616;24540242#2_0;55.90;27.18;!veh1616!var#1;0.00;veh_passenger;4.00;4362.09;1937.52
1797.00;0.00;0.00;0.00;0.00;0.00;282.55;HBEFA3/PC_G_EU4;0.00;0.00;veh1617;-1054756408#1_0;57.76;49.81;!veh1617!var#1;7.16;veh_passenger;0.00;5384.06;1265.78
1797.00;0.00;0.00;0.00;0.00;0.00;327.74;HBEFA3/PC_G_EU4;0.00;0.00;veh1618;1096709262#3_1;42.37;16.75;!veh1618!var#1;2.68;veh_passenger;0.00;6222.87;2998.61
1797.00;164.78;2624.72;0.81;1.20;0.07;319.33;HBEFA3/PC_G_EU4;0.00;837.22;veh1620;1102369963#1_0;55.94;12.92;!veh1620!var#2;0.00;veh_passenger;255.00;3711.62;1112.23
1797.00;0.00;0.00;0.00;0.00;0.00;69.62;HBEFA3/PC_G_EU4;0.00;0.00;veh1621;73310501#4_1;58.12;62.51;!veh1621!var#1;8.01;veh_passenger;0.00;3124.74;2879.71
1797.00;164.78;2624.72;0.81;1.20;0.07;134.89;HBEFA3/PC_G_EU4;0.00;837.22;veh1623;:11409768005_0_1;55.94;2.49;!veh1623!var#1;0.00;veh_passenger;8.00;5146.31;1632.62
1797.00;164.78;2624.72;0.81;1.20;0.07;125.56;HBEFA3/PC_G_EU4;0.00;837.22;veh1624;1054762290#0_0;55.94;16.40;!veh1624!var#1;0.00;veh_passenger;112.00;5937.62;1124.64
1797.00;164.78;2624.72;0.81;1.20;0.07;38.82;HBEFA3/PC_G_EU4;0.00;837.22;veh1625;112128418#2_1;55.94;26.08;!veh1625!var#1;0.00;veh_passenger;69.00;4247.62;2414.01
1797.00;164.78;2624.72;0.81;1.20;0.07;288.45;HBEFA3/PC_G_EU4;0.00;837.22;veh1626;4790842_1;55.94;42.36;!veh1626!var#1;0.00;veh_passenger;111.00;5045.23;2160.53
1797.00;164.78;2624.72;0.81;1.20;0.07;100.75;HBEFA3/PC_G_EU4;0.00;837.22;veh1627;1144042804_1;55.94;54.25;!veh1627!var#1;0.00;veh_passenger;5.00;6020.15;1452.88
1797.00;164.78;2624.72;0.81;1.20;0.07;314.32;HBEFA3/PC_G_EU4;0.00;837.22;veh1628;35556490#0_0;55.94;54.02;!veh1628!var#1;0.00;veh_passenger;137.00;5994.84;1082.57
1797.00;164.78;2624.72;0.81;1.20;0.07;38.82;HBEFA3/PC_G_EU4;0.00;837.22;veh1629;112128418#2_0;55.94;37.71;!veh1629!var#1;0.00;veh_passenger;72.00;4257.40;2421.06
1797.00;139.00;4474.18;0.74;1.97;0.09;15.12;HBEFA3/PC_G_EU4;0.00;1427.08;veh1630;:21669023_4_0;67.01;5.71;!veh1630!var#1;3.99;veh_passenger;0.00;1919.30;2153.32
1797.00;164.78;2624.72;0.81;1.20;0.07;215.79;HBEFA3/PC_G_EU4;0.00;837.22;veh1631;188283090#1_0;55.94;10.88;!veh1631!var#1;0.00;veh_passenger;10.00;4930.37;2748.46
1797.00;164.78;2624.72;0.81;1.20;0.07;258.36;HBEFA3/PC_G_EU4;0.00;837.22;veh1632;1133993556#0_2;55.94;17.65;!veh1632!var#1;0.00;veh_passenger;10.00;5003.07;2704.01
1797.00;164.78;2624.72;0.81;1.20;0.07;282.13;HBEFA3/PC_G_EU4;0.00;837.22;veh1634;-1054716334#0_0;55.94;18.43;!veh1634!var#1;0.00;veh_passenger;5.00;5461.54;1247.66
1797.00;164.78;2624.72;0.81;1.20;0.07;331.28;HBEFA3/PC_G_EU4;0.00;837.22;veh1639;:3485482059_0_3;55.94;0.72;!veh1639!var#1;0.00;veh_passenger;8.00;6179.13;3070.67
1797.00;49.43;2581.75;0.28;0.97;0.03;322.18;HBEFA3/PC_G_EU4;0.00;823.48;veh1640;:196761869_0_0;61.14;4.57;!veh1640!var#1;7.98;veh_passenger;0.00;3882.53;1709.43
1797.00;164.78;2624.72;0.81;1.20;0.07;314.32;HBEFA3/PC_G_EU4;0.00;837.22;veh1642;35556490#0_0;55.94;17.51;!veh1642!var#1;0.00;veh_passenger;131.00;6020.96;1057.06
1797.00;164.78;2624.72;0.81;1.20;0.07;266.80;HBEFA3/PC_G_EU4;0.00;837.22;veh1643;312651884#8_2;55.94;75.81;!veh1643!var#1;0.00;veh_passenger;57.00;3440.84;2923.14
1797.00;0.00;0.00;0.00;0.00;0.00;74.88;HBEFA3/PC_G_EU4;0.00;0.00;veh1644;-980542375#1_0;57.71;40.10;!veh1644!var#1;6.98;veh_passenger;0.00;3147.77;2636.77
1797.00;160.90;2597.22;0.79;1.19;0.06;174.75;HBEFA3/PC_G_EU4;0.00;828.45;veh1649;1125869405#3_0;55.71;5.09;!veh1649!var#1;0.19;veh_passenger;0.00;1967.83;1536.38
1797.00;0.00;0.00;0.00;0.00;0.00;233.10;HBEFA3/PC_G_EU4;0.00;0.00;veh1650;1025851956_0;51.33;33.91;!veh1650!var#1;4.61;veh_passenger;0.00;4149.66;1771.05
1797.00;157.79;2534.48;0.78;1.15;0.06;316.99;HBEFA3/PC_G_EU4;0.00;808.44;veh1651;-1107953491_0;52.99;8.56;!veh1651!var#1;0.29;veh_passenger;0.00;5284.58;2443.42
1797.00;164.78;2624.72;0.81;1.20;0.07;85.99;HBEFA3/PC_G_EU4;0.00;837.22;veh1652;320894149_0;55.94;93.12;!veh1652!var#1;0.00;veh_passenger;138.00;3321.58;2896.14
1797.00;164.75;2624.57;0.81;1.20;0.07;273.94;HBEFA3/PC_G_EU4;0.00;837.18;veh1653;289295026#1_1;55.93;12.47;!veh1653!var#1;0.00;veh_passenger;5.00;5602.95;2153.06
1797.00;0.00;1463.63;0.00;0.32;0.00;126.00;HBEFA3/PC_G_EU4;0.00;466.85;veh1655;1101404246#1_2;63.22;101.48;!veh1655!var#1;12.76;veh_passenger;0.00;4461.35;2493.56
1797.00;0.00;0.00;0.00;0.00;0.00;326.34;HBEFA3/PC_G_EU4;0.00;0.00;veh1656;-1055301407_0;50.74;21.91;!veh1656!var#1;3.27;veh_passenger;0.00;5354.84;2369.72
1797.00;164.77;2624.69;0.81;1.20;0.07;123.91;HBEFA3/PC_G_EU4;0.00;837.21;veh1657;296122995_2;55.93;15.98;!veh1657!var#1;0.00;veh_passenger;6.00;4606.85;2398.91
1797.00;143.42;7484.18;0.83;3.27;0.16;54.41;HBEFA3/PC_G_EU4;0.00;2387.10;veh1659;:2884508640_0_0;70.13;0.10;!veh1659!var#1;8.63;veh_passenger;0.00;5208.24;1575.64
1797.00;0.00;0.00;0.00;0.00;0.00;256.20;HBEFA3/PC_G_EU4;0.00;0.00;veh1663;:10578568357_0_0;53.45;8.07;!veh1663!var#1;5.66;veh_passenger;0.00;1934.50;2161.40
1797.00;164.56;2623.18;0.81;1.20;0.07;282.92;HBEFA3/PC_G_EU4;0.00;836.73;veh1664;-1054716334#0_0;55.66;10.92;!veh1664!var#1;0.01;veh_passenger;2.00;5468.87;1246.05
1797.00;164.78;2624.72;0.81;1.20;0.07;19.54;HBEFA3/PC_G_EU4;0.00;837.22;veh1665;437325054#0_0;55.94;40.85;!veh1665!var#1;0.00;veh_passenger;20.00;2814.91;2374.33
1797.00;164.78;2624.72;0.81;1.20;0.07;306.86;HBEFA3/PC_G_EU4;0.00;837.22;veh1666;-173197451#1_0;55.94;38.02;!veh1666!var#1;0.00;veh_passenger;113.00;4305.18;2463.15
1797.00;31.19;3968.90;0.23;1.49;0.05;100.94;HBEFA3/PC_G_EU4;0.00;1265.90;veh1667;1083449383#1_1;65.45;101.34;!veh1667!var#1;13.31;veh_passenger;0.00;5634.83;1527.97
1797.00;164.78;2624.72;0.81;1.20;0.07;123.52;HBEFA3/PC_G_EU4;0.00;837.22;veh1668;295445243_3;55.94;45.70;!veh1668!var#1;0.00;veh_passenger;24.00;4571.66;2428.20
1797.00;0.00;0.00;0.00;0.00;0.00;147.47;HBEFA3/PC_G_EU4;0.00;0.00;veh1669;460217101_0;59.03;124.80;!veh1669!var#1;9.69;veh_passenger;0.00;6258.76;2902.11
1797.00;164.78;2624.72;0.81;1.20;0.07;39.02;HBEFA3/PC_G_EU4;0.00;837.22;veh1670;112128418#4_1;55.94;1.55;!veh1670!var#1;0.00;veh_passenger;112.00;4281.88;2456.55
1797.00;80.82;6113.22;0.51;2.52;0.11;64.76;HBEFA3/PC_G_EU4;0.00;1949.83;veh1672;168514765#1_0;67.28;14.28;!veh1672!var#1;12.52;veh_passenger;0.00;3380.25;863.28
1797.00;164.78;2624.72;0.81;1.20;0.07;125.68;HBEFA3/PC_G_EU4;0.00;837.22;veh1674;-271049536#0_0;55.94;52.61;!veh1674!var#1;0.00;veh_passenger;143.00;5866.77;1180.97
1797.00;138.49;3317.26;0.71;1.46;0.07;320.23;HBEFA3/PC_G_EU4;0.00;1058.09;veh1676;534588621#0_1;63.56;20.34;!veh1676!var#1;2.43;veh_passenger;0.00;3720.57;1712.71
1797.00;164.78;2624.72;0.81;1.20;0.07;39.36;HBEFA3/PC_G_EU4;0.00;837.22;veh1677;1020548406_2;55.94;3.61;!veh1677!var#1;0.00;veh_passenger;140.00;4326.03;2512.76
1797.00;164.78;2624.72;0.81;1.20;0.07;85.69;HBEFA3/PC_G_EU4;0.00;837.22;veh1678;740848375_1;55.94;18.06;!veh1678!var#1;0.00;veh_passenger;140.00;3349.61;2898.22
1797.00;0.00;0.00;0.00;0.00;0.00;70.45;HBEFA3/PC_G_EU4;0.00;0.00;veh1680;23755739#1_0;58.13;35.11;!veh1680!var#1;6.76;veh_passenger;0.00;2109.55;1205.75
1797.00;164.78;2624.72;0.81;1.20;0.07;247.85;HBEFA3/PC_G_EU4;0.00;837.22;veh1681;:2451531734_0_0;55.94;1.99;!veh1681!var#1;0.00;veh_passenger;61.00;2538.49;2561.35
1797.00;164.78;2624.72;0.81;1.20;0.07;102.83;HBEFA3/PC_G_EU4;0.00;837.22;veh1682;740848375_1;55.94;0.95;!veh1682!var#1;0.00;veh_passenger;138.00;3332.55;2896.93
1797.00;161.52;2578.13;0.80;1.18;0.06;9.69;HBEFA3/PC_G_EU4;0.00;822.36;veh1683;1163697797_0;52.12;4.13;!veh1683!var#1;0.13;veh_passenger;0.00;5527.08;1584.51
1797.00;164.78;2624.72;0.81;1.20;0.07;157.03;HBEFA3/PC_G_EU4;0.00;837.22;veh1684;-312645512#3_1;55.94;3.08;!veh1684!var#1;0.00;veh_passenger;48.00;3383.78;2944.46
1797.00;164.78;2624.72;0.81;1.20;0.07;337.55;HBEFA3/PC_G_EU4;0.00;837.22;veh1686;:cluster_10302897877_262476527_26871569_2831135694_#22more_16_0;55.94;0.86;!veh1686!var#1;0.00;veh_passenger;49.00;3420.77;2891.43
1797.00;164.78;2624.72;0.81;1.20;0.07;85.99;HBEFA3/PC_G_EU4;0.00;837.22;veh1688;320894149_0;55.94;56.12;!veh1688!var#1;0.00;veh_passenger;131.00;3284.67;2893.55
1797.00;0.00;0.00;0.00;0.00;0.00;83.87;HBEFA3/PC_G_EU4;0.00;0.00;veh1691;:cluster_25661397_25662562_3767874527_3767874536_#5more_5_0;62.75;0.67;!veh1691!var#1;12.50;veh_passenger;0.00;2307.40;1483.35
1797.00;164.78;2624.72;0.81;1.20;0.07;208.07;HBEFA3/PC_G_EU4;0.00;837.22;veh1692;1104460751#1_3;55.94;44.07;!veh1692!var#1;0.00;veh_passenger;29.00;4403.30;2656.51
1797.00;164.76;2624.59;0.81;1.20;0.07;198.50;HBEFA3/PC_G_EU4;0.00;837.18;veh1693;40583888_1;55.93;28.90;!veh1693!var#1;0.00;veh_passenger;4.00;5358.01;2307.72
1797.00;0.00;0.00;0.00;0.00;0.00;204.84;HBEFA3/PC_G_EU4;0.00;0.00;veh1694;328426230#1_0;53.98;11.95;!veh1694!var#1;7.85;veh_passenger;0.00;4705.02;687.03
1797.00;164.78;2624.72;0.81;1.20;0.07;33.43;HBEFA3/PC_G_EU4;0.00;837.22;veh1695;82659290_2;55.94;31.50;!veh1695!var#1;0.00;veh_passenger;18.00;4314.90;1877.37
1797.00;0.00;0.00;0.00;0.00;0.00;204.95;HBEFA3/PC_G_EU4;0.00;0.00;veh1698;4612875#2_0;61.65;11.80;!veh1698!var#1;10.75;veh_passenger;0.00;4786.72;856.33
1797.00;138.87;5703.15;0.77;2.50;0.12;230.82;HBEFA3/PC_G_EU4;0.00;1819.05;veh1699;:cluster_2121324871_3151820959_9583740891_9583740892_8_0;68.60;4.16;!veh1699!var#1;5.86;veh_passenger;0.00;4138.66;1762.53
1797.00;0.00;0.00;0.00;0.00;0.00;307.05;HBEFA3/PC_G_EU4;0.00;0.00;veh170;153689810#1_1;58.12;21.59;!veh170!var#1;7.37;veh_passenger;0.00;4342.90;2635.08
1797.00;164.78;2624.72;0.81;1.20;0.07;139.89;HBEFA3/PC_G_EU4;0.00;837.22;veh1700;606078071#0_1;55.94;44.44;!veh1700!var#1;0.00;veh_passenger;8.00;3756.45;1658.30
1797.00;50.38;2511.32;0.28;0.94;0.03;252.93;HBEFA3/PC_G_EU4;0.00;801.02;veh1701;:cluster_5340467365_9805667038_1_0;60.90;0.89;!veh1701!var#1;7.76;veh_passenger;0.00;2505.27;2680.02
1797.00;164.78;2624.72;0.81;1.20;0.07;131.26;HBEFA3/PC_G_EU4;0.00;837.22;veh1702;341354240#0_1;55.94;65.99;!veh1702!var#1;0.00;veh_passenger;18.00;6112.74;3127.73
1797.00;51.62;4732.60;0.35;1.87;0.08;76.42;HBEFA3/PC_G_EU4;0.00;1509.48;veh1704;-176043807#0_0;65.86;0.01;!veh1704!var#1;12.62;veh_passenger;0.00;2205.19;2223.29
1797.00;164.77;2624.70;0.81;1.20;0.07;219.05;HBEFA3/PC_G_EU4;0.00;837.21;veh1706;187091991_0;55.94;65.51;!veh1706!var#1;0.00;veh_passenger;5.00;4687.59;2463.80
1797.00;164.78;2624.72;0.81;1.20;0.07;224.75;HBEFA3/PC_G_EU4;0.00;837.22;veh1707;182618037#4_0;55.94;64.20;!veh1707!var#1;0.00;veh_passenger;160.00;6149.79;3149.80
1797.00;164.78;2624.72;0.81;1.20;0.07;34.22;HBEFA3/PC_G_EU4;0.00;837.22;veh1708;188044903#0_0;55.94;30.99;!veh1708!var#1;0.00;veh_passenger;15.00;4399.27;1985.74
1797.00;164.77;2624.67;0.81;1.20;0.07;125.96;HBEFA3/PC_G_EU4;0.00;837.21;veh1709;461900067#3_2;55.94;19.91;!veh1709!var#1;0.00;veh_passenger;7.00;5285.81;721.06
1797.00;69.76;3362.39;0.39;1.35;0.05;68.61;HBEFA3/PC_G_EU4;0.00;1072.47;veh1710;:cluster_10140073524_10140073525_2_0;62.40;2.44;!veh1710!var#1;7.60;veh_passenger;0.00;6396.13;2155.20
1797.00;157.42;2616.75;0.78;1.19;0.06;17.47;HBEFA3/PC_G_EU4;0.00;834.68;veh1711;-335846074#0_0;57.90;32.06;!veh1711!var#1;0.41;veh_passenger;0.00;5368.48;2319.10
1797.00;164.78;2624.72;0.81;1.20;0.07;339.32;HBEFA3/PC_G_EU4;0.00;837.22;veh1712;1133993738#0_0;55.94;48.10;!veh1712!var#1;0.00;veh_passenger;92.00;6564.01;2459.23
1797.00;0.00;0.00;0.00;0.00;0.00;108.38;HBEFA3/PC_G_EU4;0.00;0.00;veh1714;312654701#5_2;48.10;228.40;!veh1714!var#1;4.15;veh_passenger;0.00;3914.65;2806.16
1797.00;164.74;2624.48;0.81;1.20;0.07;219.05;HBEFA3/PC_G_EU4;0.00;837.14;veh1715;187091991_0;55.88;58.01;!veh1715!var#1;0.00;veh_passenger;4.00;4692.33;2469.64
1797.00;164.38;2621.66;0.81;1.20;0.07;44.79;HBEFA3/PC_G_EU4;0.00;836.25;veh1716;783042668_1;55.44;43.67;!veh1716!var#1;0.02;veh_passenger;1.00;4099.80;2225.16
1797.00;164.78;2624.72;0.81;1.20;0.07;131.30;HBEFA3/PC_G_EU4;0.00;837.22;veh1717;341354240#0_0;55.94;65.99;!veh1717!var#1;0.00;veh_passenger;263.00;6110.58;3125.36
